6mm Copper Pipe,,8mm Copper Pipe,,10mm Copper Pipe,,15mm Copper Pipe,,20mm Copper Pipe,,25mm Copper Pipe,,32mm Copper Pipe,,40mm Copper Pipe,,50mm Copper Pipe,,65mm Copper Pipe,,80mm Copper Pipe,,100mm Copper Pipe,
kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h
0.6427,0.763,0.6427,1.754,0.6427,2.44,0.6427,6.195,0.6427,21.77,0.6427,47.913,0.6427,79.748,0.6427,157.231,,,,,,,,
0.6428,0.763,0.6428,1.754,0.6428,2.44,0.6428,6.196,0.6428,21.773,0.6428,47.917,0.6428,79.777,0.6428,157.242,,,,,,,,
0.6429,0.763,0.6429,1.754,0.6429,2.441,0.6429,6.197,0.6429,21.776,0.6429,47.922,0.6429,79.806,0.6429,157.253,,,,,,,,
0.643,0.763,0.643,1.754,0.643,2.441,0.643,6.197,0.643,21.779,0.643,47.926,0.643,79.834,0.643,157.264,,,,,,,,
0.6431,0.763,0.6431,1.754,0.6431,2.441,0.6431,6.198,0.6431,21.783,0.6431,47.93,0.6431,79.863,0.6431,157.276,,,,,,,,
0.6432,0.763,0.6432,1.753,0.6432,2.441,0.6432,6.199,0.6432,21.786,0.6432,47.935,0.6432,79.891,0.6432,157.287,,,,,,,,
0.6433,0.763,0.6433,1.753,0.6433,2.441,0.6433,6.199,0.6433,21.789,0.6433,47.939,0.6433,79.92,0.6433,157.298,,,,,,,,
0.6434,0.763,0.6434,1.753,0.6434,2.442,0.6434,6.2,0.6434,21.792,0.6434,47.944,0.6434,79.949,0.6434,157.309,,,,,,,,
0.6435,0.763,0.6435,1.753,0.6435,2.442,0.6435,6.2,0.6435,21.795,0.6435,47.948,0.6435,79.977,0.6435,157.321,,,,,,,,
0.6436,0.763,0.6436,1.753,0.6436,2.442,0.6436,6.201,0.6436,21.798,0.6436,47.952,0.6436,80.006,0.6436,157.332,,,,,,,,
0.6437,0.763,0.6437,1.753,0.6437,2.442,0.6437,6.202,0.6437,21.801,0.6437,47.957,0.6437,80.035,0.6437,157.343,,,,,,,,
0.6438,0.763,0.6438,1.753,0.6438,2.442,0.6438,6.202,0.6438,21.804,0.6438,47.961,0.6438,80.063,0.6438,157.354,,,,,,,,
0.6439,0.763,0.6439,1.753,0.6439,2.443,0.6439,6.203,0.6439,21.807,0.6439,47.966,0.6439,80.092,0.6439,157.366,,,,,,,,
0.644,0.764,0.644,1.753,0.644,2.443,0.644,6.203,0.644,21.81,0.644,47.97,0.644,80.121,0.644,157.377,,,,,,,,
0.6441,0.764,0.6441,1.753,0.6441,2.443,0.6441,6.204,0.6441,21.813,0.6441,47.974,0.6441,80.149,0.6441,157.388,,,,,,,,
0.6442,0.764,0.6442,1.753,0.6442,2.443,0.6442,6.205,0.6442,21.816,0.6442,47.979,0.6442,80.178,0.6442,157.399,,,,,,,,
0.6443,0.764,0.6443,1.753,0.6443,2.444,0.6443,6.205,0.6443,21.819,0.6443,47.983,0.6443,80.207,0.6443,157.411,,,,,,,,
0.6444,0.764,0.6444,1.753,0.6444,2.444,0.6444,6.206,0.6444,21.822,0.6444,47.988,0.6444,80.235,0.6444,157.422,,,,,,,,
0.6445,0.764,0.6445,1.753,0.6445,2.444,0.6445,6.206,0.6445,21.826,0.6445,47.992,0.6445,80.264,0.6445,157.433,,,,,,,,
0.6446,0.764,0.6446,1.753,0.6446,2.444,0.6446,6.207,0.6446,21.829,0.6446,47.996,0.6446,80.292,0.6446,157.444,,,,,,,,
0.6447,0.764,0.6447,1.753,0.6447,2.444,0.6447,6.208,0.6447,21.832,0.6447,48.001,0.6447,80.321,0.6447,157.456,,,,,,,,
0.6448,0.764,0.6448,1.753,0.6448,2.445,0.6448,6.208,0.6448,21.835,0.6448,48.005,0.6448,80.35,0.6448,157.467,,,,,,,,
0.6449,0.764,0.6449,1.752,0.6449,2.445,0.6449,6.209,0.6449,21.838,0.6449,48.01,0.6449,80.378,0.6449,157.478,,,,,,,,
0.645,0.764,0.645,1.752,0.645,2.445,0.645,6.21,0.645,21.841,0.645,48.014,0.645,80.407,0.645,157.489,,,,,,,,
0.6451,0.764,0.6451,1.752,0.6451,2.445,0.6451,6.21,0.6451,21.844,0.6451,48.018,0.6451,80.436,0.6451,157.501,,,,,,,,
0.6452,0.764,0.6452,1.752,0.6452,2.445,0.6452,6.211,0.6452,21.847,0.6452,48.023,0.6452,80.464,0.6452,157.512,,,,,,,,
0.6453,0.764,0.6453,1.752,0.6453,2.446,0.6453,6.211,0.6453,21.85,0.6453,48.027,0.6453,80.493,0.6453,157.523,,,,,,,,
0.6454,0.764,0.6454,1.752,0.6454,2.446,0.6454,6.212,0.6454,21.853,0.6454,48.032,0.6454,80.522,0.6454,157.534,,,,,,,,
0.6455,0.764,0.6455,1.752,0.6455,2.446,0.6455,6.213,0.6455,21.856,0.6455,48.036,0.6455,80.55,0.6455,157.546,,,,,,,,
0.6456,0.765,0.6456,1.752,0.6456,2.446,0.6456,6.213,0.6456,21.859,0.6456,48.04,0.6456,80.579,0.6456,157.557,,,,,,,,
0.6457,0.765,0.6457,1.752,0.6457,2.446,0.6457,6.214,0.6457,21.862,0.6457,48.045,0.6457,80.608,0.6457,157.568,,,,,,,,
0.6458,0.765,0.6458,1.752,0.6458,2.447,0.6458,6.214,0.6458,21.865,0.6458,48.049,0.6458,80.636,0.6458,157.579,,,,,,,,
0.6459,0.765,0.6459,1.752,0.6459,2.447,0.6459,6.215,0.6459,21.868,0.6459,48.054,0.6459,80.665,0.6459,157.591,,,,,,,,
0.646,0.765,0.646,1.752,0.646,2.447,0.646,6.216,0.646,21.872,0.646,48.058,0.646,80.694,0.646,157.602,,,,,,,,
0.6461,0.765,0.6461,1.752,0.6461,2.447,0.6461,6.216,0.6461,21.875,0.6461,48.062,0.6461,80.722,0.6461,157.613,,,,,,,,
0.6462,0.765,0.6462,1.752,0.6462,2.447,0.6462,6.217,0.6462,21.878,0.6462,48.067,0.6462,80.751,0.6462,157.624,,,,,,,,
0.6463,0.765,0.6463,1.752,0.6463,2.448,0.6463,6.218,0.6463,21.881,0.6463,48.071,0.6463,80.779,0.6463,157.636,,,,,,,,
0.6464,0.765,0.6464,1.752,0.6464,2.448,0.6464,6.218,0.6464,21.884,0.6464,48.076,0.6464,80.808,0.6464,157.647,,,,,,,,
0.6465,0.765,0.6465,1.751,0.6465,2.448,0.6465,6.219,0.6465,21.887,0.6465,48.08,0.6465,80.837,0.6465,157.658,,,,,,,,
0.6466,0.765,0.6466,1.751,0.6466,2.448,0.6466,6.219,0.6466,21.89,0.6466,48.084,0.6466,80.865,0.6466,157.669,,,,,,,,
0.6467,0.765,0.6467,1.751,0.6467,2.448,0.6467,6.22,0.6467,21.893,0.6467,48.089,0.6467,80.894,0.6467,157.681,,,,,,,,
0.6468,0.765,0.6468,1.751,0.6468,2.449,0.6468,6.221,0.6468,21.896,0.6468,48.093,0.6468,80.923,0.6468,157.692,,,,,,,,
0.6469,0.765,0.6469,1.751,0.6469,2.449,0.6469,6.221,0.6469,21.899,0.6469,48.098,0.6469,80.951,0.6469,157.703,,,,,,,,
0.647,0.765,0.647,1.751,0.647,2.449,0.647,6.222,0.647,21.902,0.647,48.102,0.647,80.98,0.647,157.714,,,,,,,,
0.6471,0.765,0.6471,1.751,0.6471,2.449,0.6471,6.222,0.6471,21.905,0.6471,48.106,0.6471,81.009,0.6471,157.726,,,,,,,,
0.6472,0.766,0.6472,1.751,0.6472,2.449,0.6472,6.223,0.6472,21.908,0.6472,48.111,0.6472,81.037,0.6472,157.737,,,,,,,,
0.6473,0.766,0.6473,1.751,0.6473,2.45,0.6473,6.224,0.6473,21.911,0.6473,48.115,0.6473,81.066,0.6473,157.748,,,,,,,,
0.6474,0.766,0.6474,1.751,0.6474,2.45,0.6474,6.224,0.6474,21.915,0.6474,48.12,0.6474,81.095,0.6474,157.759,,,,,,,,
0.6475,0.766,0.6475,1.751,0.6475,2.45,0.6475,6.225,0.6475,21.918,0.6475,48.124,0.6475,81.123,0.6475,157.771,,,,,,,,
0.6476,0.766,0.6476,1.751,0.6476,2.45,0.6476,6.226,0.6476,21.921,0.6476,48.128,0.6476,81.152,0.6476,157.782,,,,,,,,
0.6477,0.766,0.6477,1.751,0.6477,2.45,0.6477,6.226,0.6477,21.924,0.6477,48.133,0.6477,81.18,0.6477,157.793,,,,,,,,
0.6478,0.766,0.6478,1.751,0.6478,2.451,0.6478,6.227,0.6478,21.927,0.6478,48.137,0.6478,81.209,0.6478,157.804,,,,,,,,
0.6479,0.766,0.6479,1.751,0.6479,2.451,0.6479,6.227,0.6479,21.93,0.6479,48.142,0.6479,81.238,0.6479,157.816,,,,,,,,
0.648,0.766,0.648,1.751,0.648,2.451,0.648,6.228,0.648,21.933,0.648,48.146,0.648,81.266,0.648,157.827,,,,,,,,
0.6481,0.766,0.6481,1.75,0.6481,2.451,0.6481,6.229,0.6481,21.936,0.6481,48.15,0.6481,81.295,0.6481,157.838,,,,,,,,
0.6482,0.766,0.6482,1.75,0.6482,2.451,0.6482,6.229,0.6482,21.939,0.6482,48.155,0.6482,81.324,0.6482,157.85,,,,,,,,
0.6483,0.766,0.6483,1.75,0.6483,2.452,0.6483,6.23,0.6483,21.942,0.6483,48.159,0.6483,81.352,0.6483,157.861,,,,,,,,
0.6484,0.766,0.6484,1.75,0.6484,2.452,0.6484,6.23,0.6484,21.945,0.6484,48.164,0.6484,81.381,0.6484,157.872,,,,,,,,
0.6485,0.766,0.6485,1.75,0.6485,2.452,0.6485,6.231,0.6485,21.948,0.6485,48.168,0.6485,81.41,0.6485,157.883,,,,,,,,
0.6486,0.766,0.6486,1.75,0.6486,2.452,0.6486,6.232,0.6486,21.951,0.6486,48.172,0.6486,81.438,0.6486,157.895,,,,,,,,
0.6487,0.766,0.6487,1.75,0.6487,2.453,0.6487,6.232,0.6487,21.954,0.6487,48.177,0.6487,81.467,0.6487,157.906,,,,,,,,
0.6488,0.767,0.6488,1.75,0.6488,2.453,0.6488,6.233,0.6488,21.957,0.6488,48.181,0.6488,81.496,0.6488,157.917,,,,,,,,
0.6489,0.767,0.6489,1.75,0.6489,2.453,0.6489,6.233,0.6489,21.961,0.6489,48.186,0.6489,81.524,0.6489,157.928,,,,,,,,
0.649,0.767,0.649,1.75,0.649,2.453,0.649,6.234,0.649,21.964,0.649,48.19,0.649,81.553,0.649,157.94,,,,,,,,
0.6491,0.767,0.6491,1.75,0.6491,2.453,0.6491,6.235,0.6491,21.967,0.6491,48.194,0.6491,81.581,0.6491,157.951,,,,,,,,
0.6492,0.767,0.6492,1.75,0.6492,2.454,0.6492,6.235,0.6492,21.97,0.6492,48.199,0.6492,81.61,0.6492,157.962,,,,,,,,
0.6493,0.767,0.6493,1.75,0.6493,2.454,0.6493,6.236,0.6493,21.973,0.6493,48.203,0.6493,81.639,0.6493,157.973,,,,,,,,
0.6494,0.767,0.6494,1.75,0.6494,2.454,0.6494,6.237,0.6494,21.976,0.6494,48.208,0.6494,81.667,0.6494,157.985,,,,,,,,
0.6495,0.767,0.6495,1.75,0.6495,2.454,0.6495,6.237,0.6495,21.979,0.6495,48.212,0.6495,81.696,0.6495,157.996,,,,,,,,
0.6496,0.767,0.6496,1.75,0.6496,2.454,0.6496,6.238,0.6496,21.982,0.6496,48.216,0.6496,81.725,0.6496,158.007,,,,,,,,
0.6497,0.767,0.6497,1.749,0.6497,2.455,0.6497,6.238,0.6497,21.985,0.6497,48.221,0.6497,81.753,0.6497,158.018,,,,,,,,
0.6498,0.767,0.6498,1.749,0.6498,2.455,0.6498,6.239,0.6498,21.988,0.6498,48.225,0.6498,81.782,0.6498,158.03,,,,,,,,
0.6499,0.767,0.6499,1.749,0.6499,2.455,0.6499,6.24,0.6499,21.991,0.6499,48.23,0.6499,81.811,0.6499,158.041,,,,,,,,
0.65,0.767,0.65,1.749,0.65,2.455,0.65,6.24,0.65,21.994,0.65,48.234,0.65,81.839,0.65,158.052,,,,,,,,
0.6501,0.767,0.6501,1.749,0.6501,2.455,0.6501,6.241,0.6501,21.997,0.6501,48.238,0.6501,81.868,0.6501,158.063,,,,,,,,
0.6502,0.767,0.6502,1.749,0.6502,2.456,0.6502,6.241,0.6502,22,0.6502,48.243,0.6502,81.897,0.6502,158.075,,,,,,,,
0.6503,0.767,0.6503,1.749,0.6503,2.456,0.6503,6.242,0.6503,22.004,0.6503,48.247,0.6503,81.925,0.6503,158.086,,,,,,,,
0.6504,0.767,0.6504,1.749,0.6504,2.456,0.6504,6.243,0.6504,22.007,0.6504,48.252,0.6504,81.954,0.6504,158.097,,,,,,,,
0.6505,0.768,0.6505,1.749,0.6505,2.456,0.6505,6.243,0.6505,22.01,0.6505,48.256,0.6505,81.982,0.6505,158.108,,,,,,,,
0.6506,0.768,0.6506,1.749,0.6506,2.456,0.6506,6.244,0.6506,22.013,0.6506,48.26,0.6506,82.011,0.6506,158.12,,,,,,,,
0.6507,0.768,0.6507,1.749,0.6507,2.457,0.6507,6.245,0.6507,22.016,0.6507,48.265,0.6507,82.04,0.6507,158.131,,,,,,,,
0.6508,0.768,0.6508,1.749,0.6508,2.457,0.6508,6.245,0.6508,22.019,0.6508,48.269,0.6508,82.068,0.6508,158.142,,,,,,,,
0.6509,0.768,0.6509,1.749,0.6509,2.457,0.6509,6.246,0.6509,22.022,0.6509,48.274,0.6509,82.097,0.6509,158.153,,,,,,,,
0.651,0.768,0.651,1.749,0.651,2.457,0.651,6.246,0.651,22.025,0.651,48.278,0.651,82.126,0.651,158.165,,,,,,,,
0.6511,0.768,0.6511,1.749,0.6511,2.457,0.6511,6.247,0.6511,22.028,0.6511,48.282,0.6511,82.154,0.6511,158.176,,,,,,,,
0.6512,0.768,0.6512,1.749,0.6512,2.458,0.6512,6.248,0.6512,22.031,0.6512,48.287,0.6512,82.183,0.6512,158.187,,,,,,,,
0.6513,0.768,0.6513,1.749,0.6513,2.458,0.6513,6.248,0.6513,22.034,0.6513,48.291,0.6513,82.212,0.6513,158.198,,,,,,,,
0.6514,0.768,0.6514,1.748,0.6514,2.458,0.6514,6.249,0.6514,22.037,0.6514,48.296,0.6514,82.24,0.6514,158.21,,,,,,,,
0.6515,0.768,0.6515,1.748,0.6515,2.458,0.6515,6.249,0.6515,22.04,0.6515,48.3,0.6515,82.269,0.6515,158.221,,,,,,,,
0.6516,0.768,0.6516,1.748,0.6516,2.458,0.6516,6.25,0.6516,22.043,0.6516,48.304,0.6516,82.298,0.6516,158.232,,,,,,,,
0.6517,0.768,0.6517,1.748,0.6517,2.459,0.6517,6.251,0.6517,22.046,0.6517,48.309,0.6517,82.326,0.6517,158.243,,,,,,,,
0.6518,0.768,0.6518,1.748,0.6518,2.459,0.6518,6.251,0.6518,22.05,0.6518,48.313,0.6518,82.355,0.6518,158.255,,,,,,,,
0.6519,0.768,0.6519,1.748,0.6519,2.459,0.6519,6.252,0.6519,22.053,0.6519,48.318,0.6519,82.383,0.6519,158.266,,,,,,,,
0.652,0.768,0.652,1.748,0.652,2.459,0.652,6.253,0.652,22.056,0.652,48.322,0.652,82.412,0.652,158.277,,,,,,,,
0.6521,0.769,0.6521,1.748,0.6521,2.459,0.6521,6.253,0.6521,22.059,0.6521,48.326,0.6521,82.441,0.6521,158.288,,,,,,,,
0.6522,0.769,0.6522,1.748,0.6522,2.46,0.6522,6.254,0.6522,22.062,0.6522,48.331,0.6522,82.469,0.6522,158.3,,,,,,,,
0.6523,0.769,0.6523,1.748,0.6523,2.46,0.6523,6.254,0.6523,22.065,0.6523,48.335,0.6523,82.498,0.6523,158.311,,,,,,,,
0.6524,0.769,0.6524,1.748,0.6524,2.46,0.6524,6.255,0.6524,22.068,0.6524,48.34,0.6524,82.527,0.6524,158.322,,,,,,,,
0.6525,0.769,0.6525,1.748,0.6525,2.46,0.6525,6.256,0.6525,22.071,0.6525,48.344,0.6525,82.555,0.6525,158.333,,,,,,,,
0.6526,0.769,0.6526,1.748,0.6526,2.46,0.6526,6.256,0.6526,22.074,0.6526,48.348,0.6526,82.584,0.6526,158.345,,,,,,,,
0.6527,0.769,0.6527,1.748,0.6527,2.461,0.6527,6.257,0.6527,22.077,0.6527,48.353,0.6527,82.613,0.6527,158.356,,,,,,,,
0.6528,0.769,0.6528,1.748,0.6528,2.461,0.6528,6.257,0.6528,22.08,0.6528,48.357,0.6528,82.641,0.6528,158.367,,,,,,,,
0.6529,0.769,0.6529,1.748,0.6529,2.461,0.6529,6.258,0.6529,22.083,0.6529,48.362,0.6529,82.67,0.6529,158.378,,,,,,,,
0.653,0.769,0.653,1.747,0.653,2.461,0.653,6.259,0.653,22.086,0.653,48.366,0.653,82.699,0.653,158.39,,,,,,,,
0.6531,0.769,0.6531,1.747,0.6531,2.462,0.6531,6.259,0.6531,22.089,0.6531,48.37,0.6531,82.727,0.6531,158.401,,,,,,,,
0.6532,0.769,0.6532,1.747,0.6532,2.462,0.6532,6.26,0.6532,22.093,0.6532,48.375,0.6532,82.756,0.6532,158.412,,,,,,,,
0.6533,0.769,0.6533,1.747,0.6533,2.462,0.6533,6.26,0.6533,22.096,0.6533,48.379,0.6533,82.784,0.6533,158.423,,,,,,,,
0.6534,0.769,0.6534,1.747,0.6534,2.462,0.6534,6.261,0.6534,22.099,0.6534,48.384,0.6534,82.813,0.6534,158.435,,,,,,,,
0.6535,0.769,0.6535,1.747,0.6535,2.462,0.6535,6.262,0.6535,22.102,0.6535,48.388,0.6535,82.842,0.6535,158.446,,,,,,,,
0.6536,0.769,0.6536,1.747,0.6536,2.463,0.6536,6.262,0.6536,22.105,0.6536,48.392,0.6536,82.87,0.6536,158.457,,,,,,,,
0.6537,0.77,0.6537,1.747,0.6537,2.463,0.6537,6.263,0.6537,22.108,0.6537,48.397,0.6537,82.899,0.6537,158.468,,,,,,,,
0.6538,0.77,0.6538,1.747,0.6538,2.463,0.6538,6.264,0.6538,22.111,0.6538,48.401,0.6538,82.928,0.6538,158.48,,,,,,,,
0.6539,0.77,0.6539,1.747,0.6539,2.463,0.6539,6.264,0.6539,22.114,0.6539,48.406,0.6539,82.956,0.6539,158.491,,,,,,,,
0.654,0.77,0.654,1.747,0.654,2.463,0.654,6.265,0.654,22.117,0.654,48.41,0.654,82.985,0.654,158.502,,,,,,,,
0.6541,0.77,0.6541,1.747,0.6541,2.464,0.6541,6.265,0.6541,22.12,0.6541,48.414,0.6541,83.014,0.6541,158.513,,,,,,,,
0.6542,0.77,0.6542,1.747,0.6542,2.464,0.6542,6.266,0.6542,22.123,0.6542,48.419,0.6542,83.042,0.6542,158.525,,,,,,,,
0.6543,0.77,0.6543,1.747,0.6543,2.464,0.6543,6.267,0.6543,22.126,0.6543,48.423,0.6543,83.071,0.6543,158.536,,,,,,,,
0.6544,0.77,0.6544,1.747,0.6544,2.464,0.6544,6.267,0.6544,22.129,0.6544,48.428,0.6544,83.1,0.6544,158.547,,,,,,,,
0.6545,0.77,0.6545,1.747,0.6545,2.464,0.6545,6.268,0.6545,22.132,0.6545,48.432,0.6545,83.128,0.6545,158.558,,,,,,,,
0.6546,0.77,0.6546,1.746,0.6546,2.465,0.6546,6.268,0.6546,22.135,0.6546,48.436,0.6546,83.157,0.6546,158.57,,,,,,,,
0.6547,0.77,0.6547,1.746,0.6547,2.465,0.6547,6.269,0.6547,22.139,0.6547,48.441,0.6547,83.186,0.6547,158.581,,,,,,,,
0.6548,0.77,0.6548,1.746,0.6548,2.465,0.6548,6.27,0.6548,22.142,0.6548,48.445,0.6548,83.214,0.6548,158.592,,,,,,,,
0.6549,0.77,0.6549,1.746,0.6549,2.465,0.6549,6.27,0.6549,22.145,0.6549,48.45,0.6549,83.243,0.6549,158.603,,,,,,,,
0.655,0.77,0.655,1.746,0.655,2.465,0.655,6.271,0.655,22.148,0.655,48.454,0.655,83.271,0.655,158.615,,,,,,,,
0.6551,0.77,0.6551,1.746,0.6551,2.466,0.6551,6.272,0.6551,22.151,0.6551,48.458,0.6551,83.3,0.6551,158.626,,,,,,,,
0.6552,0.77,0.6552,1.746,0.6552,2.466,0.6552,6.272,0.6552,22.154,0.6552,48.463,0.6552,83.329,0.6552,158.637,,,,,,,,
0.6553,0.77,0.6553,1.746,0.6553,2.466,0.6553,6.273,0.6553,22.157,0.6553,48.467,0.6553,83.357,0.6553,158.648,,,,,,,,
0.6554,0.771,0.6554,1.746,0.6554,2.466,0.6554,6.273,0.6554,22.16,0.6554,48.472,0.6554,83.386,0.6554,158.66,,,,,,,,
0.6555,0.771,0.6555,1.746,0.6555,2.466,0.6555,6.274,0.6555,22.163,0.6555,48.476,0.6555,83.415,0.6555,158.671,,,,,,,,
0.6556,0.771,0.6556,1.746,0.6556,2.467,0.6556,6.275,0.6556,22.166,0.6556,48.48,0.6556,83.443,0.6556,158.682,,,,,,,,
0.6557,0.771,0.6557,1.746,0.6557,2.467,0.6557,6.275,0.6557,22.169,0.6557,48.485,0.6557,83.472,0.6557,158.693,,,,,,,,
0.6558,0.771,0.6558,1.746,0.6558,2.467,0.6558,6.276,0.6558,22.172,0.6558,48.489,0.6558,83.501,0.6558,158.705,,,,,,,,
0.6559,0.771,0.6559,1.746,0.6559,2.467,0.6559,6.276,0.6559,22.175,0.6559,48.494,0.6559,83.529,0.6559,158.716,,,,,,,,
0.656,0.771,0.656,1.746,0.656,2.467,0.656,6.277,0.656,22.178,0.656,48.498,0.656,83.558,0.656,158.727,,,,,,,,
0.6561,0.771,0.6561,1.746,0.6561,2.468,0.6561,6.278,0.6561,22.182,0.6561,48.502,0.6561,83.587,0.6561,158.738,,,,,,,,
0.6562,0.771,0.6562,1.746,0.6562,2.468,0.6562,6.278,0.6562,22.185,0.6562,48.507,0.6562,83.615,0.6562,158.75,,,,,,,,
0.6563,0.771,0.6563,1.745,0.6563,2.468,0.6563,6.279,0.6563,22.188,0.6563,48.511,0.6563,83.644,0.6563,158.761,,,,,,,,
0.6564,0.771,0.6564,1.745,0.6564,2.468,0.6564,6.28,0.6564,22.191,0.6564,48.516,0.6564,83.672,0.6564,158.772,,,,,,,,
0.6565,0.771,0.6565,1.745,0.6565,2.468,0.6565,6.28,0.6565,22.194,0.6565,48.52,0.6565,83.701,0.6565,158.783,,,,,,,,
0.6566,0.771,0.6566,1.745,0.6566,2.469,0.6566,6.281,0.6566,22.197,0.6566,48.524,0.6566,83.73,0.6566,158.795,,,,,,,,
0.6567,0.771,0.6567,1.745,0.6567,2.469,0.6567,6.281,0.6567,22.2,0.6567,48.529,0.6567,83.758,0.6567,158.806,,,,,,,,
0.6568,0.771,0.6568,1.745,0.6568,2.469,0.6568,6.282,0.6568,22.203,0.6568,48.533,0.6568,83.787,0.6568,158.817,,,,,,,,
0.6569,0.771,0.6569,1.745,0.6569,2.469,0.6569,6.283,0.6569,22.206,0.6569,48.538,0.6569,83.816,0.6569,158.829,,,,,,,,
0.657,0.772,0.657,1.745,0.657,2.469,0.657,6.283,0.657,22.209,0.657,48.542,0.657,83.844,0.657,158.84,,,,,,,,
0.6571,0.772,0.6571,1.745,0.6571,2.47,0.6571,6.284,0.6571,22.212,0.6571,48.546,0.6571,83.873,0.6571,158.851,,,,,,,,
0.6572,0.772,0.6572,1.745,0.6572,2.47,0.6572,6.284,0.6572,22.215,0.6572,48.551,0.6572,83.902,0.6572,158.862,,,,,,,,
0.6573,0.772,0.6573,1.745,0.6573,2.47,0.6573,6.285,0.6573,22.218,0.6573,48.555,0.6573,83.93,0.6573,158.874,,,,,,,,
0.6574,0.772,0.6574,1.745,0.6574,2.47,0.6574,6.286,0.6574,22.221,0.6574,48.56,0.6574,83.959,0.6574,158.885,,,,,,,,
0.6575,0.772,0.6575,1.745,0.6575,2.471,0.6575,6.286,0.6575,22.224,0.6575,48.564,0.6575,83.988,0.6575,158.896,,,,,,,,
0.6576,0.772,0.6576,1.745,0.6576,2.471,0.6576,6.287,0.6576,22.228,0.6576,48.568,0.6576,84.016,0.6576,158.907,,,,,,,,
0.6577,0.772,0.6577,1.745,0.6577,2.471,0.6577,6.288,0.6577,22.231,0.6577,48.573,0.6577,84.045,0.6577,158.919,,,,,,,,
0.6578,0.772,0.6578,1.745,0.6578,2.471,0.6578,6.288,0.6578,22.234,0.6578,48.577,0.6578,84.073,0.6578,158.93,,,,,,,,
0.6579,0.772,0.6579,1.744,0.6579,2.471,0.6579,6.289,0.6579,22.237,0.6579,48.582,0.6579,84.102,0.6579,158.941,,,,,,,,
0.658,0.772,0.658,1.744,0.658,2.472,0.658,6.289,0.658,22.24,0.658,48.586,0.658,84.131,0.658,158.952,,,,,,,,
0.6581,0.772,0.6581,1.744,0.6581,2.472,0.6581,6.29,0.6581,22.243,0.6581,48.59,0.6581,84.159,0.6581,158.964,,,,,,,,
0.6582,0.772,0.6582,1.744,0.6582,2.472,0.6582,6.291,0.6582,22.246,0.6582,48.595,0.6582,84.188,0.6582,158.975,,,,,,,,
0.6583,0.772,0.6583,1.744,0.6583,2.472,0.6583,6.291,0.6583,22.249,0.6583,48.599,0.6583,84.217,0.6583,158.986,,,,,,,,
0.6584,0.772,0.6584,1.744,0.6584,2.472,0.6584,6.292,0.6584,22.252,0.6584,48.604,0.6584,84.245,0.6584,158.997,,,,,,,,
0.6585,0.772,0.6585,1.744,0.6585,2.473,0.6585,6.292,0.6585,22.255,0.6585,48.608,0.6585,84.274,0.6585,159.009,,,,,,,,
0.6586,0.773,0.6586,1.744,0.6586,2.473,0.6586,6.293,0.6586,22.258,0.6586,48.612,0.6586,84.303,0.6586,159.02,,,,,,,,
0.6587,0.773,0.6587,1.744,0.6587,2.473,0.6587,6.294,0.6587,22.261,0.6587,48.617,0.6587,84.331,0.6587,159.031,,,,,,,,
0.6588,0.773,0.6588,1.744,0.6588,2.473,0.6588,6.294,0.6588,22.264,0.6588,48.621,0.6588,84.36,0.6588,159.042,,,,,,,,
0.6589,0.773,0.6589,1.744,0.6589,2.473,0.6589,6.295,0.6589,22.267,0.6589,48.626,0.6589,84.389,0.6589,159.054,,,,,,,,
0.659,0.773,0.659,1.744,0.659,2.474,0.659,6.295,0.659,22.271,0.659,48.63,0.659,84.417,0.659,159.065,,,,,,,,
0.6591,0.773,0.6591,1.744,0.6591,2.474,0.6591,6.296,0.6591,22.274,0.6591,48.634,0.6591,84.446,0.6591,159.076,,,,,,,,
0.6592,0.773,0.6592,1.744,0.6592,2.474,0.6592,6.297,0.6592,22.277,0.6592,48.639,0.6592,84.474,0.6592,159.087,,,,,,,,
0.6593,0.773,0.6593,1.744,0.6593,2.474,0.6593,6.297,0.6593,22.28,0.6593,48.643,0.6593,84.503,0.6593,159.099,,,,,,,,
0.6594,0.773,0.6594,1.744,0.6594,2.474,0.6594,6.298,0.6594,22.283,0.6594,48.648,0.6594,84.532,0.6594,159.11,,,,,,,,
0.6595,0.773,0.6595,1.743,0.6595,2.475,0.6595,6.299,0.6595,22.286,0.6595,48.652,0.6595,84.56,0.6595,159.121,,,,,,,,
0.6596,0.773,0.6596,1.743,0.6596,2.475,0.6596,6.299,0.6596,22.289,0.6596,48.656,0.6596,84.589,0.6596,159.132,,,,,,,,
0.6597,0.773,0.6597,1.743,0.6597,2.475,0.6597,6.3,0.6597,22.292,0.6597,48.661,0.6597,84.618,0.6597,159.144,,,,,,,,
0.6598,0.773,0.6598,1.743,0.6598,2.475,0.6598,6.3,0.6598,22.295,0.6598,48.665,0.6598,84.646,0.6598,159.155,,,,,,,,
0.6599,0.773,0.6599,1.743,0.6599,2.475,0.6599,6.301,0.6599,22.298,0.6599,48.669,0.6599,84.675,0.6599,159.166,,,,,,,,
